title	id	price	clicks	unpaid clicks	sale price	condition	availability	Dynamic Remarketing - active	Dynamic Remarketing - disapproved or invalid	Free listings - active	Free listings - disapproved or invalid	Shopping ads - active	Shopping ads - disapproved or invalid	channel	feed label	language	additional image link	age group	brand	color	cost of goods sold	custom label 0	description	gender	google product category	gtin	identifier exists	image link	item group id	link	mpn	product type	sell on google quantity	shipping weight	size
Sensitiva Polyester Boomerang Pillow - With Case | OMF	shopify_AU_7610967556293_42698528784581	97.95 AUD	1	3			in stock	AU		AU		AU		Online	AU	en			Bambi			Receiving Clicks	"The versatile Sensitiva Boomerang Pillow from Australia provides comfort and support for your body during pregnancy, sleep, and everyday activities. Its unique shape allows for multiple positions and its ergonomic design targets and relieves pain and pressure in key areas."		home & garden > linens & bedding > bedding > pillows			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/PRODUCTSHOT-SENSITIVABoomerangpillow.jpg?v=1705283555		https://www.omf.net.au/products/sensitiva-polyester-boomerang-pillow-with-case?variant=42698528784581&currency=AUD		Pillow	20	3000 g	
Refresh Soft Super King Mattress | OMF	shopify_AU_7530520150213_42473585311941	3596.00 AUD	0	1	1654.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"No wonder the Refresh Soft Super King Mattress is so popular! Featuring organic cotton, a Latex mattress with all that extra comfort is always going to be a big hit. Buy now!"	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RefreshSoftFA_ad0bf545-986f-4c26-8618-4e92724c9d3f.png?v=1698856496		https://www.omf.net.au/products/refresh-soft-sk-mattress?variant=42473585311941&currency=AUD		Mattress		0 kg	
Langston Comforter Set Silver Queen/King | OMF	shopify_AU_7564206112965_42549487304901	409.00 AUD	0	1			in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Dial up your bedroom's chic factor with the Langston comforter set. Pre-washed and pre-shrunk linen/cotton fabrics keep getting softer and softer, and their quilted design means minimal ironing for maximum modern style. You'll love the invitingly lived-in look!"		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/QLANSSKLANS-1.jpg?v=1701794372		https://www.omf.net.au/products/langston-comforter-set-silver-qn-kg?variant=42549487304901&currency=AUD		Quilt	135	0 kg	
Royal Comfort 350Gsm Charcoal Quilt - Double | OMF	shopify_AU_7590414581957_42625532428485	65.95 AUD	1	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	Royal Comfort 350GSM Charcoal Quilt - Double		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10003963_1.jpg?v=1704632345		https://www.omf.net.au/products/royal-comfort-350gsm-charcoal-quilt-db?variant=42625532428485&currency=AUD		quilt covers	144	2.2 kg	
Relax Right Microfibre All Seasons Quilt White Queen | OMF	shopify_AU_7562382999749_42542656258245	264.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	Relax Right Microfibre All Seasons Quilt. 1X 200GSM Quilt & 1 350GSM Quilt. Combined Weight 550GSM Quilt		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SRRAS_DRRAS_QRRAS_KRRAS_SKRRAS-1_6d077656-06c6-431d-bcde-309c4845eeef.jpg?v=1701966982		https://www.omf.net.au/products/relax-right-microfibre-all-seasons-quilt-white-qn?variant=42542656258245&currency=AUD		Quilt	37	0 kg	
Chiquita Queen Quilt Cover Set White | OMF	shopify_AU_7562383884485_42542657437893	194.00 AUD	0	1		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	Let the serene greens of scattered leaves printed on stunning linen-look cotton take you away with the Chiquita queen quilt cover set. Treat yourself - up the style ante with the velvet cushion and complete the look.		home & garden > linens & bedding > bedding > duvet covers		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/DCHIQCHIKCHISKCHI-1_5f32eea0-3b20-44e6-826d-000a74ac18fd.jpg?v=1702053415		https://www.omf.net.au/products/chiquita-quilt-cover-set-white-qn?variant=42542657437893&currency=AUD		quilt covers	130	0 kg	
Havana Beach Umbrella - Red | OMF	shopify_AU_7590411632837_42625529151685	85.95 AUD	0	1		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	Havana Beach Umbrella - Red		home & garden > lawn & garden > outdoor living		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10004415_1.jpg?v=1703781597		https://www.omf.net.au/products/havana-beach-umbrella-red?variant=42625529151685&currency=AUD		Outdoor Umbrellas	1161	8 kg	
Royal Comfort Balmain 1000TC Bamboo Cotton Sheet Set King Blue Fog | OMF	shopify_AU_7552839155909_42520698552517	73.00 AUD	0	1		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Sleep in silky-soft, luxurious comfort with this 1000TC sheet set designed by Royal Comfort. Offering exclusive value, this sheet set comes with 1 x fitted sheet, 1 x flat sheet, and 2 x standard pillowcases. This set is woven using a lush combination of 50% silky smooth Bamboo and 50% ultra-fine cotton, resulting in an indulgent 1000 thread count finish that provides an incredible smooth-glide texture and breathability against your skin, night after night. This set is thoughtfully constructed to fit standard Australian mattresses up to 40cm in depth, with the flat sheet designed to allow for a comfortable overhang. The combination of cotton and bamboo is both a luxe and durable choice. Bamboo fibres wick away moisture from the skin keeping your dry and cool at night. Bamboo is also anti-microbial and hypoallergenic making it a great choice for those for those with allergies or sensitive skin. The added benefit of cotton means that this set it light, durable, and machine washable. Features: - Brand: Royal Comfort - Exclusive value set comes with 1 x fitted sheet, 1 x flat sheet and 2 x standard pillowcases - Made from 50% silky smooth, soft touch bamboo and 50% ultra-fine, all-natural cotton - Decadent 1000 thread count weave feels smooth and sensuous against your skin - Natural Bamboo fibres have moisture-wicking, anti-microbial and hypoallergenic qualities keeping you cool and comfortable whilst you sleep - Luxe sheen and stylish colours add a classic and refined touch to any bedroom decor Size, Dimensions and Package Contents: Double: - 1 x Flat Sheet - 228cm x 254cm - 1 x Fitted Sheet - 137cm x 193cm + 40cm - 2 x Pillowcases - 48cm x 74cm Queen: - 1 x Flat Sheet - 255cm x 265cm - 1 x Fitted Sheet - 152cm x 203cm + 40cm - 2 x Pillowcases - 48cm x 74cm King: - 1 x Flat Sheet - 285cm x 265cm - 1 x Fitted Sheet - 180cm x 203cm + 40cm - 2 x Pillowcases - 48cm x 74cm"		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/204914_1.jpg?v=1704633063		https://www.omf.net.au/products/royal-comfort-balmain-1000tc-bamboo-cotton-sheet-set-king-blue-fog?variant=42520698552517&currency=AUD		bed sheets	75	0 kg	
Relax Right Pure Microfibre Pillow 1700G White King | OMF	shopify_AU_7562959880389_42544108175557	119.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"A luxurious hotel quality pillow made using a fine cotton japara cover, gusseted and dual piping. A durable pillow that retains loft, can be machine washed and tumble dried. Treated with Health Guard, an Anti-microbial process that reduces allergenic reactions to dust mites. 5 year warranty against workmanship and faulty materials."		home & garden > linens & bedding > bedding > pillows		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RRK-1.jpg?v=1701967150		https://www.omf.net.au/products/relax-right-pure-microfibre-pillow-1700g-white-kg?variant=42544108175557&currency=AUD		Pillow	500	0 kg	
Leona White Polyester European Pillowcase | OMF	shopify_AU_7708425388229_43004758753477	29.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	Bring some personality to your bedroom with this unique design. Leona boasts a floral pattern with bold black stitching for a striking look.		home & garden > linens & bedding > bedding > pillowcases & shams		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/LEONEPC.jpg?v=1711014231		https://www.omf.net.au/products/leona-white-polyester-euro-pillowcase?variant=43004758753477&currency=AUD		Pillow Case	150	0.6 kg	
Brighton Support Queen Mattress | OMF	shopify_AU_6759592034501_40142533853381	5298.00 AUD	5	8	2384.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"With luxury gel Visco memory foam, the Brighton mattress is nonetheless an affordable comfort design delivering optimal pressure relief. Buy online now! "	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/AUMATMEQNBRIXXX_FA.jpg?v=1699461427		https://www.omf.net.au/products/brighton-support-qn-mattress?variant=40142533853381&currency=AUD		Mattress		0 kg	
Claire American White Oak Timber 3-Drawer Bedside Table | OMF	shopify_AU_7793635066053_43261973528773	318.00 AUD	25	7	254.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Don't snooze on style with our Claire American White Oak Timber bedroom furniture range! Crafted from rustic American White Oak, it's both sturdy and stunning. Sweet dreams are guaranteed!"		furniture > tables > nightstands			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/T2_7374.jpg?v=1713238580		https://www.omf.net.au/products/claire-american-white-oak-timber-3draw-bedside-table?variant=43261973528773&currency=AUD		Bedside Table		15 kg	
Royal Comfort 1200TC Damask Stripe Cotton Blend Sheet Set Queen Mist | OMF	shopify_AU_7552840237253_42520699797701	64.95 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Indulge yourself in Royal Comforts luxurious, 1200 Thread Count Damask Cotton Blend Sheet Set. Finely woven with a silky-smooth sateen finish, these wrinkle-resistant beauties epitomize luxury and are the perfect fit for your classic, modern or glamorous bedroom. Features: - Brand: Royal Comfort - Glamorous damask stripe for an ultra-luxe look - Beautiful and silky-soft 1200 Thread Count sateen finish - Designed to fit an Australian Queen or King mattress - Material: 60% cotton, 40% polyester - Thread Count: 1200 Online Only"		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/231659_1c.jpg?v=1700757261		https://www.omf.net.au/products/royal-comfort-1200tc-damask-stripe-cotton-blend-sheet-set-qn-mist?variant=42520699797701&currency=AUD		bed sheets	36	0 kg	
Olivia 30cm Upholstered Queen Bed Frame Light Grey | OMF	shopify_AU_7557229084869_42527907872965	284.00 AUD	3	1		new	in stock	AU		AU		AU		Online	AU	en			Zinus		166.08 AUD	Receiving Clicks	"The Olivia bed frame is a classic but simple design featuring fabric upholstered headboard and frame, wooden slats and a steel bar foundation. Shop now!"		furniture > beds & accessories > beds & bed frames		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10765_7ed0c836-4eb0-414d-9ecf-466c5be2bf3b.jpg?v=1700152868		https://www.omf.net.au/products/olivia-30cm-upholstered-qn-bed-frame-light-grey?variant=42527907872965&currency=AUD		Bed Frame	298	35.1 kg	
Royal Comfort Blended Bamboo Sheet King Set White | OMF	shopify_AU_7552773783749_42520573247685	40.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Upgrade your bedroom and indulge in a deep and restful sleep with the Pure Soft Bamboo Rich Sheet Set, designed by Royal Comfort. Revolutionary softness is what you get with this Bamboo Rich Sheet Set’s 1000TC pure soft feel. With an optimum, luxury blend of 40% natural bamboo and 60% premium microfibre, it has been designed to be satin smooth and lightweight, offering itself as a practical option for year-round comfort.The bamboo fibres in this Bamboo Rich Sheet Set are expertly crafted into a natural, environmentally-friendly, temperature-regulating and durable fabric that works to ensure moisture wicking, leading to a comfortable sleep environment. The bamboo fibres’ inherent thermal-regulating properties guarantee that you keep warm in winter and cool in summer. Alongside this, the Bamboo Rich Sheet is hypoallergenic, anti-microbial and odour-resistant, making it a great product for those who suffer from allergies. With this sheet set’s attractive, silken lustre, and its premium bamboo rich combination, experience unmatched comfort and style with the Pure Soft Bamboo Rich Sheet Set, designed by Royal Comfort. Features:Brand: Royal ComfortThermal-regulating properties guarantee that you keep warm in winter and cool in summer1000 thread countOpulent blend of 40% natural bamboo and 60% premium microfibreHypoallergenic, anti-microbial and odour-resistantPerfect for all-seasonsPure soft feel and finishHighly breathableExperience revolutionary softness, luxury and comfortOnline only"		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/202000_2_fa3c9790-f724-43d8-a72a-6c7226067f1e.jpg?v=1700012750		https://www.omf.net.au/products/royal-comfort-blended-bamboo-sheet-king-set-white?variant=42520573247685&currency=AUD		bed sheets	1287	1.4 kg	
Mandalay Bay Support Super King Mattress | OMF	shopify_AU_7494190858437_42378219126981	4974.00 AUD	0	1	2338.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Experience deep rest on the Mandalay Bay Support Mattress for Super King Size Bed. Designed by OMF for ultimate comfort and lasting support. Upgrade your sleep journey today.
"	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MandalayBayPlushQN500x72_084cca7d-c421-40f8-ab39-2baaef1b926f.jpg?v=1699461774		https://www.omf.net.au/products/mandalay-bay-support-sk-mattress?variant=42378219126981&currency=AUD		Mattress		0 kg	
Pure Silk Pillow Case By Royal Comfort (Single Pack) - Champagne Pink | OMF	shopify_AU_7590412648645_42625530331333	49.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Transform your bed with the 100% Pure Silk Pillowcase by Royal Comfort! Made from the softest silk available, this expertly crafted pillowcase will have you sleeping in luxury every night. Plus, it's packed with 18 essential amino acids for anti-aging and moisturizing benefits."		home & garden > linens & bedding > bedding > pillowcases & shams		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10002264_1c.jpg?v=1703176623		https://www.omf.net.au/products/pure-silk-pillowcase-royal-comfort-sg-pack-champagne-pink?variant=42625530331333&currency=AUD		Pillow Case	601	0.27 kg	
Cotton Electric Blankets Super King | OMF	shopify_AU_7610968015045_42698529308869	249.95 AUD	1	0			in stock	AU		AU		AU		Online	AU	en			Bambi			Receiving Clicks	"Stay warm in winter with our cosy cotton electric blanket. It features multi zone heating and customizable temperature levels for the ultimate comfort. The detachable controllers and safety features make it easy to use and care for. The cotton fabric is soft, breathable, and absorbs moisture for a peaceful night's sleep."		home & garden > linens & bedding > bedding > blankets			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CottonElectricBlanketfolded500x500_b84945f7-ffe1-4c8d-8c73-6a3a3c58bc0d.jpg?v=1705281812		https://www.omf.net.au/products/cotton-electric-blankets-sk?variant=42698529308869&currency=AUD		Blanket	62	5000 g	
Mansfield Single/Double Blanket Sage | OMF	shopify_AU_7708426141893_43004762882245	114.00 AUD	0	1		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Get ready for snuggly nights with Mansfield - the ultimate winter blanket named after the stunning Victorian high country. Made from super soft velvet and quilted to perfection, this blanket is the ultimate blend of style and comfort. And with a warm sherpa reverse, it's perfect for cuddling up. 480gsm."		home & garden > linens & bedding > bedding > blankets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SMBSQMBSSKMBS-1_dcdbb0d1-6e04-40ba-8955-e82dc4c1b973.jpg?v=1711014580		https://www.omf.net.au/products/mansfield-sg-db-blanket-sage?variant=43004762882245&currency=AUD		Blanket	150	2.74 kg	
Silk Pillow Case Twin Pack - Lilac | OMF	shopify_AU_7590412484805_42625530167493	47.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Upgrade your sleep with Royal Comfort's Mulberry Silk Pillowcase. Made with 100% pure silk and non-slip material, it's hypoallergenic, temperature-regulating, and gentle on skin. Wake up to healthier skin and hair every morning!
"		home & garden > linens & bedding > bedding > pillowcases & shams		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10002251_1c.jpg?v=1703176617		https://www.omf.net.au/products/silk-pillowcase-twin-pack-lilac?variant=42625530167493&currency=AUD		Pillow Case	640	0.27 kg	
Premium Platform Queen Base Super King / Plush Sky | OMF	shopify_AU_6161508368581_40934484508869	598.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_RA_01.jpg?v=1698165251,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_Q_RA_01.jpg?v=1698165247,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_FT_01.jpg?v=1698165252,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_RA_01.jpg?v=1698165250,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_FT_01.jpg?v=1698165249,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_FT_01.jpg?v=1698165256,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_RA_01.jpg?v=1698165255,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_FT_01.jpg?v=1698165254,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_RA_01.jpg?v=1698165248		Original Mattress Factory Australia	Plush Sky		Receiving Clicks	The Premium Platform Base features a solid timber construction with a foam comfort layer & quality craftsmanship. The perfect ensemble bed base. Order online today!					https://cdn.shopify.com/s/files/1/0523/6729/4661/files/plush-sky.jpg?v=1698165265	shopify_AU_6161508368581	https://www.omf.net.au/products/premium-platform-base?variant=40934484508869&currency=AUD		Beds & Bases		0 kg	Super King
Foliage European Pillowcase Green | OMF	shopify_AU_7564204212421_42549485273285	34.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	Chenille in the chicest of sage hues wraps deliciously around this gorgeous Foliage european. No ironing required - just enjoy the luxurious textures and keep lovin' the look!		home & garden > linens & bedding > bedding > pillowcases & shams		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/FOLEPC.jpg?v=1702053720		https://www.omf.net.au/products/foliage-pillowcase-green-euro?variant=42549485273285&currency=AUD		Pillow Case	202	0 kg	
Natural Sleep Bamboo 250GSM Summer Weight Quilt Double | OMF	shopify_AU_7563156914373_42545179656389	164.00 AUD	0	0		new	in stock		AU		AU		AU	Online	AU	en			Bianca			Receiving Clicks	"This luxurious Natural Sleep Bamboo Quilt boasts 250gsm of pure bamboo fill, wrapped in a cotton japara cover with diamond quilting and a satin-piped edge. You'll stay super cool in summer, and it's durable, breathable, and retains its loftiness! Plus, with an easy-care machine washable design and an 10-year warranty, you know you're in safe hands."		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SNSBQDNSBQQNSBQKNSBQSKNSBQ-3.jpg?v=1702226031		https://www.omf.net.au/products/natural-sleep-bamboo-quilt-white-db?variant=42545179656389&currency=AUD		Quilt	289	0 kg	
Royal Comfort Hemp Braid Quilt Cover Set Stripe Queen Dusk Pink | OMF	shopify_AU_7552844759237_42520705204421	73.00 AUD	0	1		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Designed to last, this Hemp Braid Quilt Cover Set makes the whole bed feel like the cool side of the pillow and comes with everything you need to sleep well trans-seasonally: two pillowcases and a quilt cover. Flax is a breathable fabric which is temperature-regulating, keeping you cool in the summer and cosy in the winter. Perfect for those who are hot sleepers but can't stand not having some protection while they sleep during the warmer months, or those who get extra chilly in winter. This beautiful quilt cover set comes in 3 fashionable colours to suit any decor, with an underside in an on trend coloured cotton stripe this quilt cover set will enhance any bedrooms look and feel. Features: - Brand: Royal Comfort - Material: 55% hemp, 45% cotton / 165GSM - Contemporary design - Cotton on the reverse and flax - Collection includes a quilt cover and two pillowcases - Solid colour front - Printed stripe cotton reverse - Contemporary design - Packed in a reusable fabric bag Size and Dimensions: Queen: - 1 x Quilt Cover: 210cm x 210cm - 2 x Pillowcases: 48cm x 74cm King: - 1 x Quilt Cover: 240cm x 210cm - 2 x Pillowcases: 48cm x 74cm Package Contents: - 1 x Quilt Cover - 2 x Pillowcases"		home & garden > linens & bedding > bedding > duvet covers		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10003042_3.jpg?v=1704634931		https://www.omf.net.au/products/royal-comfort-hemp-braid-quilt-cover-set-stripe-queen-dusk-pink?variant=42520705204421&currency=AUD		quilt covers	105	0 kg	
Lethbridge Dining Chair Set of 2 Charcoal | OMF	shopify_AU_7559882866885_42532509745349	359.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Cafe Lighting			Receiving Clicks	"Classic looking is this Lethbridge dining chair, with maximum comfort. Featuring a Charcoal linen look fabric with silver studs on the back and side. The Lethbridge would suit the Manhattan Apartment, Hamptons & French Country Styles. Antique wood coloured straight legs. The Lethbridge is ready to assemble furniture. Packaged as a Set of 2 Chairs."		furniture > chairs > kitchen & dining room chairs		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/32387_1.jpg?v=1700314600		https://www.omf.net.au/products/lethbridge-dining-chair-set-of-2-charcoal?variant=42532509745349&currency=AUD		Furniture	10	0 kg	
Abstract Table Lamp White | OMF	shopify_AU_7559882473669_42532509352133	249.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Cafe Lighting			Receiving Clicks	The bold lines of the Abstract Table Lamp creates a dramaticly stunning silhouette. A contemporary matte finish adorns the resin lamp base and plays on the sharp design of the form. Topped with a white linen drum shade.		home & garden > lighting > lamps		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/12281_1.jpg?v=1700314561		https://www.omf.net.au/products/abstract-table-lamp-white?variant=42532509352133&currency=AUD		Lamps	93	0 kg	
Steel Strong King Mattress Base | OMF	shopify_AU_7517069902021_42446658142405	598.00 AUD	46	0	538.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	Experience enhanced sleep quality with the Steel Strong King Mattress Base from OMF. Crafted for superior support and durability. The right foundation for your mattress awaits.		furniture > beds & accessories > beds & bed frames			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Steel_Strong_QN_1K_MidnightGrey_831651a6-875f-41eb-afdf-a4dc69980539.jpg?v=1698165488		https://www.omf.net.au/products/steel-strong-kg-mattress-base?variant=42446658142405&currency=AUD		Beds & Bases		43.7 kg	
Royal Comfort Luxury Air Mesh Pillow Four Pack - White | OMF	shopify_AU_7535344484549_42481514250437	85.00 AUD	2	2			in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Looking for a pillow that will give you a five-star hotel experience? Look no further than these hotel pillows!  
These pillows are cleverly designed to provide the ultimate support for your spine and neck, whether you sleep on your back, side or tummy."		home & garden > linens & bedding > bedding > pillows	9348569073501	yes	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10003826_13.jpg?v=1699029536		https://www.omf.net.au/products/royal-comfort-luxury-air-mesh-pillow-4pk-white?variant=42481514250437&currency=AUD		Pillow	602	2 kg	
Ocean Choice 7 Gel Double Size Mattress Topper | OMF	shopify_AU_7535312208069_42481327472837	248.00 AUD	4	1			in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia		54.71 AUD	Receiving Clicks	"Experience significant comfort with the Ocean Choice 7 Gel Double Size Mattress Topper from OMF. Perfectly designed to ensure a good night's sleep. Upgrade your mattress today!
"		home & garden > linens & bedding > bedding > mattress protectors > mattress pads			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OC7GEL_6be9a67c-800d-40bc-a846-b0efe1a92b23.jpg?v=1699029484		https://www.omf.net.au/products/ocean-choice-7-gel-double-size-mattress-topper?variant=42481327472837&currency=AUD		Mattress Topper		3.7 kg	
Revivify Firm Queen Mattress | OMF	shopify_AU_7594094035141_42640277209285	798.00 AUD	25	4	694.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"With its Euro-top pillow, this hybrid firm mattress offers a firm feel with quality sleep night after night that you will love. For the best bed in box, order now!"	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RevivifyFirm-SteelstrongBase-FA01.jpg?v=1703695042		https://www.omf.net.au/products/revivify-firm-qn-mattress?variant=42640277209285&currency=AUD		Mattress		46.28 kg	
Channel Upholstered Double Bed Frame | OMF	shopify_AU_7510202679493_42426867613893	648.00 AUD	1	0	518.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Upgrade your sleep with the Channel Upholstered Double Bed Frame from OMF. Its superior comfort melds with chic design, cultivating a restful and stylish ambiance. See how it enhances your bedroom's charm.
"		furniture > beds & accessories > beds & bed frames			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/ChannelQNGreyRevivifySupportFA01_71ca61a3-ede9-4ff2-8d28-97d1d7ce1ae0.jpg?v=1697733305		https://www.omf.net.au/products/channel-upholstered-double-bed-frame?variant=42426867613893&currency=AUD		Bed Frame		0 kg	
Royal Comfort 1000TC Cotton Blend Quilt Cover Set King Silver | OMF	shopify_AU_7552839712965_42520699175109	65.95 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Sink into a dreamy, lush sleep with the Royal Comfort 1000TC Cotton Blend Quilt Cover Set. A timeless satin finish gives the perfect backdrop to undisturbed nights in any modern or classic room. Marvel at its silky touch and plush handle while the premium cotton-rich 1000 thread count fabric gives pure-soft comfort. Slumber on! Features: - Brand: Royal Comfort - A classic plain satin finish sets the scene for five-star indulgence - The epitome of luxury with its beautiful handle and silky feel - Superior quality cotton rich and an extremely high thread count produces a finer weave fabric - Premium 1000 thread count sateen fabric for ultimate quality and softness ﻿Online Only"		home & garden > linens & bedding > bedding > duvet covers		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/204866_1c.jpg?v=1700843633		https://www.omf.net.au/products/royal-comfort-1000tc-cotton-blend-quilt-cover-set-kg-silver?variant=42520699175109&currency=AUD		quilt covers	20	0 kg	
Channel Upholstered King Single Bedhead | OMF	shopify_AU_7544736940229_42500910514373	728.00 AUD	1	0		new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia	Graphite		Receiving Clicks	"Upgrade your bedding with the Premium Channel Bedhead in soft grey or graphite from OMF. Classy design meets comfort, rendering a stylish addition to your bedroom. Order today for a seamless sleep experience."		furniture > beds & accessories > headboards & footboards		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/FSChannel_BH_QN_CH_02_7b02eeab-a18e-4ba9-8bc1-c2ae57705f7e.jpg?v=1699548287		https://www.omf.net.au/products/premium-channel-upholstered-ks-bedhead?variant=42500910514373&currency=AUD		Bedhead		0 kg	
Fletcher Flannelette Sheet Set Silver Double | OMF	shopify_AU_7558642270405_42530420031685	94.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Snuggle in with our collection of flannelette bedding sets. Crafted of the softest brushed cotton, these sheets are incredibly snug and durable. Gently cuffed and edged, they come in several hues, plus 40cm of your wall's depth means they fit just right!"		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/1SFLESKSFLESDFLESQFLESKFLESSKFLESSPKFLES_1_f45129c7-975f-4a88-9833-c2b2a7324110.jpg?v=1702139582		https://www.omf.net.au/products/fletcher-170gsm-cotton-twill-flannelette-silver-db?variant=42530420031685&currency=AUD		bed sheets	50	0 kg	
