title	id	price	clicks	unpaid clicks	sale price	condition	availability	Dynamic Remarketing - active	Dynamic Remarketing - disapproved or invalid	Free listings - active	Free listings - disapproved or invalid	Shopping ads - active	Shopping ads - disapproved or invalid	channel	feed label	language	additional image link	brand	color	cost of goods sold	custom label 0	description	gender	google product category	identifier exists	image link	item group id	link	product type	sell on google quantity	shipping weight	size
Mornington Medium Long Single Mattress | OMF	shopify_AU_7817950331077_43313977131205	1998.00 AUD	0	1	999.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Mornington Mattress range from OMF it features 3 comfort feels and 6 sizes to choose from and is motion bed friendly - it's a game changer for your sleep routine! 	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MORNINGTONMediumMODERN1K_c5c85084-de6f-4be5-aaf8-13db2513d4c7.png?v=1713515788		https://www.omf.net.au/products/mornington-medium-ls-mattress?variant=43313977131205&currency=AUD	Mattress		0 kg	
Saint Tropez King Mattress | OMF	shopify_AU_7507324764357_42422165045445	5398.00 AUD	13	10	2699.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience comfort like never before with the Saint Tropez King Size Mattress from OMF. With superior design and quality materials, a good night's sleep is ensured. Upgrade your sleep today."	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SaintTropez_7958d1f1-0eb3-4a79-a111-920463583294.jpg?v=1699461947		https://www.omf.net.au/products/saint-tropez-kg-mattress?variant=42422165045445&currency=AUD	Mattress		0 kg	
Steelstrong Grid Platform Super King Mattress Base Midnight Grey | OMF	shopify_AU_7706825556165_42998001664197	1198.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"The Perfect partner for any mattress, in quality midnight-grey designer fabric for a touch of class and a standard base depth of 340mm high. Order online today!"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/5219_390ec1f2-5b84-4c10-a6ad-c3b386d05eb0.jpg?v=1710909613		https://www.omf.net.au/products/steelstrong-grid-platform-mattress-base-midnight-grey-super-king?variant=42998001664197&currency=AUD	Beds & Bases		0 kg	
Comfortline Double Mattress | OMF	shopify_AU_7117365510341_41236860829893	398.00 AUD	25	4			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"The best pillow top mattress for kids, the Comfort Line features breathable stretch knit fabric. An affordable kids mattress & 5-year warranty. Buy now! "	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/ComfortLineLS.png?v=1699461507		https://www.omf.net.au/products/comfortline-db-mattress?variant=41236860829893&currency=AUD	Mattress		0 kg	
Premium Platform Queen Base Double / Beachcomber Graphite | OMF	shopify_AU_6161508368581_40934433423557	648.00 AUD	1	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_RA_01.jpg?v=1698165251,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_Q_RA_01.jpg?v=1698165247,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_FT_01.jpg?v=1698165252,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_RA_01.jpg?v=1698165250,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_FT_01.jpg?v=1698165249,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_FT_01.jpg?v=1698165256,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_RA_01.jpg?v=1698165255,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_FT_01.jpg?v=1698165254,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_RA_01.jpg?v=1698165248	Original Mattress Factory Australia	Beachcomber Graphite		Receiving Clicks	The Premium Platform Base features a solid timber construction with a foam comfort layer & quality craftsmanship. The perfect ensemble bed base. Order online today!				https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Beachcomber_Graphite_feffe7d8-56b7-492d-8260-e65de0a8e72a.jpg?v=1698165260	shopify_AU_6161508368581	https://www.omf.net.au/products/premium-platform-base?variant=40934433423557&currency=AUD	Beds & Bases		0 kg	Double
Hi Life Premium Fibre Firm Pillow | OMF	shopify_AU_7520407060677_42452707442885	35.00 AUD	2	0			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience comfort like never before with our Hi Life Premium Fibre Firm Pillow. Designed to offer firm support for peaceful sleep. Shop OMF for your best rest today.
"		home & garden > linens & bedding > bedding > pillows	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Hi-LifePremiumFibrePillow_11133da3-856a-4edb-b90a-81b9df1e72c0.jpg?v=1698251673		https://www.omf.net.au/products/hi-life-premium-fibre-frm-pillow?variant=42452707442885&currency=AUD	Pillow		0 kg	
Urban Luxe Mattress Support King | OMF	shopify_AU_7716620304581_43029379875013	4298.00 AUD	3	2	1719.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Are you looking for some stylish luxury in your bedroom? Talk to the OMF Experts today about the Urban Support Eco Foam mattress!	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/UrbanLuxeArial01_83eb8712-75eb-4b2d-b6a5-116f38786386.png?v=1711602963		https://www.omf.net.au/products/urban-luxe-mattress-support-kg?variant=43029379875013&currency=AUD	Mattress		0 kg	
Premium Platform Queen Base Long Single / Rover Ocean | OMF	shopify_AU_6161508368581_40934425362629	548.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_RA_01.jpg?v=1698165251,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_Q_RA_01.jpg?v=1698165247,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_FT_01.jpg?v=1698165252,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_RA_01.jpg?v=1698165250,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_FT_01.jpg?v=1698165249,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_FT_01.jpg?v=1698165256,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_RA_01.jpg?v=1698165255,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_FT_01.jpg?v=1698165254,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_RA_01.jpg?v=1698165248	Original Mattress Factory Australia	Rover Ocean		Receiving Clicks	The Premium Platform Base features a solid timber construction with a foam comfort layer & quality craftsmanship. The perfect ensemble bed base. Order online today!				https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Rover_Ocean_43f8593a-34f1-40b8-a690-6b616c5f4fc2.jpg?v=1698165264	shopify_AU_6161508368581	https://www.omf.net.au/products/premium-platform-base?variant=40934425362629&currency=AUD	Beds & Bases		0 kg	Long Single
Eco Renew Corn Fibre Quilt Single Size | OMF	shopify_AU_7521948762309_42457982468293	228.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Corn fibre fill & cotton cover 4 seasons quilt. The lightest breathable quilt on the market. Highloft warmth without weight and eco-friendly. Shop now!		home & garden > linens & bedding > bedding > quilts & comforters	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/ecorenew_quilt_b2ec855c-41c5-4b71-adc6-49989c27dc2b.jpg?v=1698338563		https://www.omf.net.au/products/eco-renew-corn-fibre-quilt-sg-size?variant=42457982468293&currency=AUD	Quilt		0 kg	
Ruby Upholstered Queen Bed Frame with USB Port | OMF	shopify_AU_7595477500101_42647672684741	598.00 AUD	1	6	478.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Want to take your bedroom style to the next level? The Ruby Upholstered Bed Frame from OMF is just the glamour your bedroom needs! Shop online now.		furniture > beds & accessories > beds & bed frames	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RubyQueen-FA01.jpg?v=1703867748		https://www.omf.net.au/products/ruby-upholstered-qn-bed-frame-with-usb-ports?variant=42647672684741&currency=AUD	Bed Frame		0 kg	
Oslo Oak Chest Natural White | OMF	shopify_AU_7557192515781_42527843516613	599.00 AUD	0	0	479.00 AUD		in stock		AU		AU		AU	Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Enhance your room decor with the Oslo Oak Chest in Natural White. Crafted with premium oak, it promises durability and style. Shop at OMF today for quality furniture.
"		furniture > cabinets & storage > storage chests		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Oslo4DFAWhite_068f91f7-cff0-4123-8baf-7f349528dbfd.jpg?v=1700152802		https://www.omf.net.au/products/oslo-oak-chest-natural-white?variant=42527843516613&currency=AUD	Tallboy		0 kg	
Eco Renew Corn Fibre Quilt King Size | OMF	shopify_AU_7521950859461_42458004422853	348.00 AUD	0	4		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience premium comfort with our Eco Renew Corn Fibre Quilt, king size. Made with sustainable materials for a healthier sleep. Upgrade your bedding today!
"		home & garden > linens & bedding > bedding > quilts & comforters	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/ecorenew_quilt_67664274-5c5b-492f-9608-5956583d0a4a.jpg?v=1698338566		https://www.omf.net.au/products/eco-renew-corn-fibre-quilt-kg-size?variant=42458004422853&currency=AUD	Quilt		0 kg	
Luna Timber 6-Drawer Dresser | OMF	shopify_AU_7482840187077_42345425207493	1398.00 AUD	57	10	695.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Make your bedroom dreams a reality with the Luna timber 6-drawer dresser! Crafted from quality messmate timber, this dresser's sleek design elements and handle-less drawers will turn any room into a stunner. You'll feel like you're taking a Sunday stroll every time you open its 6 drawers, thanks to its smooth metal telescopic runners. Simple design never felt so special! It complements the Luna Bed Frame, 2-drawer bedside and 5-drawer tallboy."		furniture > cabinets & storage > dressers		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/LUNA_CNSTODS6DLUNNATXXX-Styled.png?v=1694622747		https://www.omf.net.au/products/luna-timber-6-drawer-dresser?variant=42345425207493&currency=AUD	Tallboy		60 kg	
Premium Platform Queen Base Super King / Rover Ocean | OMF	shopify_AU_6161508368581_40934485885125	598.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_RA_01.jpg?v=1698165251,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_Q_RA_01.jpg?v=1698165247,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_FT_01.jpg?v=1698165252,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_RA_01.jpg?v=1698165250,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_FT_01.jpg?v=1698165249,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_FT_01.jpg?v=1698165256,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_RA_01.jpg?v=1698165255,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_FT_01.jpg?v=1698165254,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_RA_01.jpg?v=1698165248	Original Mattress Factory Australia	Rover Ocean		Receiving Clicks	The Premium Platform Base features a solid timber construction with a foam comfort layer & quality craftsmanship. The perfect ensemble bed base. Order online today!				https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Rover_Ocean_43f8593a-34f1-40b8-a690-6b616c5f4fc2.jpg?v=1698165264	shopify_AU_6161508368581	https://www.omf.net.au/products/premium-platform-base?variant=40934485885125&currency=AUD	Beds & Bases		0 kg	Super King
Newport Plush Super King Mattress | OMF	shopify_AU_7494200099013_42378329358533	6398.00 AUD	0	2	2879.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience supreme comfort with the Newport Plush Super King Mattress from OMF. Designed for ultimate relaxation and sleep quality. Transform your nights with our bestselling mattress.
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/AUMATPLQNNEWXXX_FA_6c824a13-beb3-4ad9-9262-6d2dc386fa0b.jpg?v=1698338391		https://www.omf.net.au/products/newport-plush-super-king?variant=42378329358533&currency=AUD	Mattress		0 kg	
Bali 4 Drawer Chest | OMF	shopify_AU_7228884254917_41592069718213	618.00 AUD	3	0	494.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Bali Bamboo Rattan Chest is a perfect storage solution to sort out the clothes and toys. Give your bedroom an ideal modern look and style.		furniture > cabinets & storage > storage chests		https://cdn.shopify.com/s/files/1/0523/6729/4661/products/BalitallboyFA500.jpg?v=1660235554		https://www.omf.net.au/products/bali-4-drawer-chest?variant=41592069718213&currency=AUD	Tallboy		50 kg	
Revivify Support King Single Mattress | OMF	shopify_AU_7507297599685_42422133784773	548.00 AUD	9	1	477.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience superior comfort with the Revivify Support King Single Mattress from OMF. Expertly designed for quality rest and body support, optimal for an elevated sleep experience. Choose healthy sleep today."	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Revivify_782c4c6e-ddca-43e7-b180-8f27464d9dc1.jpg?v=1697646901		https://www.omf.net.au/products/revivify-support-ks-mattress?variant=42422133784773&currency=AUD	Mattress		0 kg	
Modern Motion Adjustable Long Single Base | OMF	shopify_AU_7516753821893_42445354696901	1198.00 AUD	34	7			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience improved sleep quality with our Modern Motion Adjustable Long Single Base. Tailor your comfort level with ease. Invest in better rest with OMF today.
"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/ModernMotionBaseTV_0a1159da-b8b7-4ed8-9583-712b181f8982.jpg?v=1698078847		https://www.omf.net.au/products/modern-motion-adjustable-ls-base?variant=42445354696901&currency=AUD	Beds & Bases		0 kg	
Original P2 Double Mattress | OMF	shopify_AU_7517084680389_42446701592773	548.00 AUD	17	3		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Enjoy a good night's sleep with the P2 Double Size Mattress from OMF. Made with top-tier materials for optimal comfort. Shop our P2 range and improve your sleep today!
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/P2_D_FT_01_7303787d-efa2-4c55-ad13-eb9e4b01e812.jpg?v=1699461971		https://www.omf.net.au/products/p2-db-mattress?variant=42446701592773&currency=AUD	Mattress		0 kg	
Timber 4 Drawer East West Base King Midnight Grey | OMF	shopify_AU_7706834075845_42998071066821	1698.00 AUD	3	0			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Timber 4 Drawer East West Bed Base is the perfect bedroom addition. This platform base offers modern style and storage solutions. See it online today! 		furniture > beds & accessories > beds & bed frames	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SteelstrongGridEastWest01_653e2740-7108-4c10-b8a5-699264d22fbc.jpg?v=1712162071		https://www.omf.net.au/products/timber-4-drawer-east-west-base-midnight-grey-kg?variant=42998071066821&currency=AUD	Beds & Bases		0 kg	
Mandalay Bay Plush King Mattress | OMF	shopify_AU_7494178799813_42378076258501	4274.00 AUD	7	4	2009.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience unmatched comfort with the Mandalay Bay Plush King Mattress from OMF. This premium quality, plush king mattress ensures a soothing, restful sleep. Upgrade your sleep experience today.
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MANDALAY_BAY_QN_PL_cb5ef429-d13f-435b-be1a-ed495b4cfbcb.gif?v=1695943598		https://www.omf.net.au/products/mandalay-bay-plush-kg-mattress?variant=42378076258501&currency=AUD	Mattress		0 kg	
Quinn 3 Drawer Bed Frame King White | OMF	shopify_AU_7459206955205_42265575358661	1248.00 AUD	34	8			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia		534.00 AUD	Receiving Clicks	"Sleep like a King! This elegant Quinn 3 Drawer Bed Frame will upgrade your bedroom with its white timber frame, high back headboard, and three drawers for extra storage. Plus, the provincial-style legs at the foot end will add a touch of timeless charm. Snooze like royalty tonight! Complete your bedroom decor withQuinn Tallboy 6 Drawer Quinn 3 Drawer bedside tableThe Quinn Bed Frame is also available in Queen size"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/QuinnBed_07a4c65b-806f-473a-8eac-57e1320439b6.jpg?v=1689179538		https://www.omf.net.au/products/quinn-3-drawer-bed-frame-king-white?variant=42265575358661&currency=AUD	Bed Frame		0 kg	
Superior Microfibre King Pillow | OMF	shopify_AU_6678503227589_39822047445189	99.00 AUD	2	4			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Superior Microfibre pillows are the perfect alternative to down. Your body heat softens this pillow into the ideal shape, helping to support your neck and back, plus alleviate pain. Microfibre pillows are soft, lightweight, retain its shape and are perfect for sufferers of allergies 100% Australian Cotton Cover Machine Wash Microfibre Fill (down alternative) Shape recovery microfibre fill Absorbent and quick-drying"		home & garden > linens & bedding > bedding > pillows		https://cdn.shopify.com/s/files/1/0523/6729/4661/products/BambiSuperiorKing.jpg?v=1641562439		https://www.omf.net.au/products/bambi-microfibre-king-pillow?variant=39822047445189&currency=AUD	Pillow		0 kg	
Mosman Gas Lift Upholstered Queen Bed Frame | OMF	shopify_AU_7529344073925_42471125352645	1198.00 AUD	9	7	958.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Sleep easy with the Mosman Gas Lift Upholstered Queen bed frame. It features 3 substantial metal centre rails and a 90kg flat weight gas lift capacity for excellent support and durability. Its flat slats and weight rating of up to 300kg will ensure you snooze in comfort and peace of mind. Sweet dreams!		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Mason-QN-07.jpg?v=1698770318		https://www.omf.net.au/products/mosman-gas-lift-upholstered-qn-bed-frame?variant=42471125352645&currency=AUD	Bed Frame		111 kg	
Basics Mattress Double | OMF	shopify_AU_7492100784325_42373328044229	198.00 AUD	33	6		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience exceptional comfort with OMF's Basics Mattress in Double Size. Perfect blend of support and softness for a restful sleep. Visit and make your selection today.
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Basics_D_FA_01_53fff7d0-5bd0-4333-9714-7db8efade691.jpg?v=1699547960		https://www.omf.net.au/products/basics-db-mattress?variant=42373328044229&currency=AUD	Mattress		0 kg	
Refresh Medium Single Mattress | OMF	shopify_AU_7507341705413_42422203056325	2646.00 AUD	0	0	1217.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience superior comfort with OMF's Refresh Medium Single Mattress. Perfectly designed for a refreshing sleep. Order today for your well-deserved rest.
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RefreshMediumFA_e01ebc00-0bf4-4646-9c90-4c3749ee7be6.png?v=1697646964		https://www.omf.net.au/products/refresh-medium-sg-mattress?variant=42422203056325&currency=AUD	Mattress		0 kg	
Basic Plus Single Mattress | OMF	shopify_AU_7492099637445_42373322277061	268.00 AUD	5	4		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Find comfort in the Basic Plus Single Size Mattress on OMF. Perfect for a good night's sleep with its firm support. Enjoy quality, affordability and satisfaction. Order yours today!"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BasicsPlusFA_fdd6b461-b70a-462e-a306-33075bd10919.jpg?v=1699547921		https://www.omf.net.au/products/basic-plus-sg-size-mattress?variant=42373322277061&currency=AUD	Mattress		0 kg	
GC-10 Contour By OMF Queen Mattress | OMF	shopify_AU_7584492159173_42606720319685	698.00 AUD	6	9		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience unrivalled comfort with the GC-10 Contour Double Size Mattress by OMF. The perfect blend of support and softness for quality sleep. Upgrade your bed today!
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-GC-10-16_cded91e6-a10f-4b51-ad49-81eac5374422.jpg?v=1704860359		https://www.omf.net.au/products/gc-10-contour-by-omf-qn-mattress?variant=42606720319685&currency=AUD	Mattress		25.43 kg	
iContour GT8 Double Mattress | OMF	shopify_AU_7494176014533_42378038411461	368.00 AUD	11	1		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience unrivalled comfort with the iContour GT8 Double Size Mattress from OMF. The perfect blend of support and softness for quality sleep. Upgrade your bed today!
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/GT8Styled-v3_452ee5ef-2b1a-4270-af4b-673a85ba67e4.png?v=1699461723		https://www.omf.net.au/products/gt8-db-mattress?variant=42378038411461&currency=AUD	Mattress		25.43 kg	
Premium Platform Queen Base Super King / Beachcombe Mist | OMF	shopify_AU_6161508368581_40934476382405	598.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_RA_01.jpg?v=1698165251,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_Q_RA_01.jpg?v=1698165247,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_FT_01.jpg?v=1698165252,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_RA_01.jpg?v=1698165250,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_FT_01.jpg?v=1698165249,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_FT_01.jpg?v=1698165256,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_RA_01.jpg?v=1698165255,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_FT_01.jpg?v=1698165254,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_RA_01.jpg?v=1698165248	Original Mattress Factory Australia	Beachcombe Mist		Receiving Clicks	The Premium Platform Base features a solid timber construction with a foam comfort layer & quality craftsmanship. The perfect ensemble bed base. Order online today!				https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BEACHCOMBER-MIST_d2e4e817-252a-4242-8c27-b252e5ecae60.jpg?v=1698165258	shopify_AU_6161508368581	https://www.omf.net.au/products/premium-platform-base?variant=40934476382405&currency=AUD	Beds & Bases		0 kg	Super King
Essentials Tufted Single Bed Frame with USB | OMF	shopify_AU_7510207824069_42426874167493	388.00 AUD	1	2			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-FPPOPE-14-10_0235f4e2-786d-4893-bbb7-53286804cb46.jpg?v=1697733312,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Platformbedwooddetail-BG_d4375fbd-1a44-4070-ac5e-1d2704f556e4.jpg?v=1697733313,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-FPPOPE-14-02_3a5cd73b-0228-47a8-b1f1-1e2e691320bc.jpg?v=1697733315,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Platformbedwooddetail-Q_186bfe98-d122-4d60-a556-60a0c110bf04.jpg?v=1697733316	Original Mattress Factory Australia			Receiving Clicks	"Upgrade your rest with the Essentials Tufted Single Bed Frame with USB from OMF. It's not just a bed, but a lifestyle, boasting unparalleled comfort and in-built USB for convenience. Experience the difference today.
"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-FPPOPE-14-6_d384fc89-02f1-45de-a20f-1b709b9c4413.jpg?v=1697733310		https://www.omf.net.au/products/essentials-tufted-sg-bed-frame-with-usb?variant=42426874167493&currency=AUD	Bed Frame		0 kg	
Keppel King Mattress | OMF	shopify_AU_7494176538821_42378047652037	6398.00 AUD	9	17	2879.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience superior comfort with our Keppel King Size Mattress. Perfect for a refreshing night's sleep. Quality materials, expert design. Shop yours at OMF today.
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/KeppelFA_841c5a5a-58c6-441e-b0fa-bcbfed4e05a1.jpg?v=1699461752		https://www.omf.net.au/products/keppel-kg-mattress?variant=42378047652037&currency=AUD	Mattress		0 kg	
Hamilton King Mattress | OMF	shopify_AU_7493025464517_42375831191749	6398.00 AUD	15	12	2879.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience superior comfort with the Hamilton King Size Mattress from OMF. Expertly crafted for a perfect night's sleep. Say goodbye to restless nights, upgrade your sleep quality today.
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Hamilton_89ec7002-1067-46c6-ae16-3725af44f07f.png?v=1699461680		https://www.omf.net.au/products/hamilton-kg-mattress?variant=42375831191749&currency=AUD	Mattress		0 kg	
Original P1 Long Single Mattress | OMF	shopify_AU_7494230016197_42378490020037	428.00 AUD	11	4		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience superior comfort with OMF's Original P1 Mattress for Long Single Beds. Tailored for perfect support, it's our answer to peaceful sleep. Upgrade your rest today.
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/P1byOMFFA_b635513e-adc0-4c3c-adca-691230b3ead0.jpg?v=1699461883		https://www.omf.net.au/products/original-p1-ls-mattress?variant=42378490020037&currency=AUD	Mattress		0 kg	
Silky Cool Tencel King Mattress Protector | OMF	shopify_AU_7520660029637_42453161017541	239.00 AUD	1	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MattressCover_SilyCool_5aa0bf35-3db6-48b6-bf78-f1381ed2082b.jpg?v=1700537844	Original Mattress Factory Australia			Receiving Clicks	"Experience ultimate sleep comfort with the Silky Cool Tencel King Mattress Protector from OMF. Protect and extend the life of your mattress naturally. Your perfect night's sleep awaits.
"		home & garden > linens & bedding > bedding > mattress protectors		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/TencelSig_MP_King_46c53496-53b5-4334-b6ee-6dff380b6862.jpg?v=1700537844		https://www.omf.net.au/products/silky-cool-tencel-kg-mattress-protector?variant=42453161017541&currency=AUD	Mattress Protector		0 kg	
